gtype	start	end	strand	function	CCNA	CC	geneName	rpkM
CDS	5347702	5349519	-	PAS-family sensor histidine kinase	CCNA_02587	CC_2501		47.6394562702
CDS	5346653	5347582	-	aminopeptidase	CCNA_02588	CC_2502		115.64893957
CDS	5343749	5344126	-	hypothetical protein	CCNA_02593	CC_2507		42.6791646081
CDS	5342731	5343681	-	heat shock endopeptidase HtpX	CCNA_02594	CC_2509		74.5560707208
CDS	5342401	5342721	-	Zn finger TFIIB-family transcription factor	CCNA_02595	CC_2510		324.641961204
CDS	5341519	5342136	-	SSU ribosomal protein S4P	CCNA_02596	CC_2511		5279.72732577
CDS	5340967	5341347	-	hypothetical protein	CCNA_02597	CC_2512		287.984007859
CDS	5340585	5340887	-	toxin protein relE-2	CCNA_02598	CC_2513		106.376683632
CDS	5340457	5340633	-	antitoxin protein relB-2	CCNA_02599	CC_2514		257.592080383
CDS	5339576	5340409	-	S-formylglutathione hydrolase	CCNA_02600	CC_2515		118.89515753
CDS	5338318	5339427	-	glutathione-dependent formaldehyde dehydrogenase	CCNA_02601	CC_2516		400.968303545
CDS	5336038	5337324	-	hypothetical protein	CCNA_02603	CC_2518		4.41212429211
CDS	5335540	5335956	-	host cell attachment protein	CCNA_02604	CC_2519		12.3753801497
CDS	5334656	5335447	-	LasT-family rRNA methylase	CCNA_02605	CC_2520		67.75081578
CDS	5332094	5334613	-	hybrid sensor histidine kinase/receiver domain protein	CCNA_02606	CC_2521		11.8303087029
CDS	5327703	5328593	-	AraC-family transcriptional regulator	CCNA_02611	CC_2527		24.051110482
CDS	5324744	5327386	-	alanyl-tRNA synthetase	CCNA_02612	CC_2529		255.463867535
CDS	5324744	5327386	-	alanyl-tRNA synthetase	CCNA_02612	CC_2529		255.463867535
CDS	5324177	5324557	-	Rieske (2Fe-2S) domain protein	CCNA_02613	CC_2530		38.4402611649
CDS	5323173	5324180	-	fumarylacetoacetase superfamily protein	CCNA_02614	CC_2531		104.744019786
CDS	5321780	5323057	-	homogentisate 1,2-dioxygenase	CCNA_02615	CC_2532		75.8945200849
CDS	5320536	5321609	-	4-hydroxyphenylpyruvate dioxygenase	CCNA_02616	CC_2533		143.632954792
CDS	5319379	5320515	-	histidinol-phosphate aminotransferase	CCNA_02617	CC_2534		91.4297951177
CDS	5318789	5319259	-	AsnC-family transcriptional regulator	CCNA_02618	CC_2535		102.126075198
CDS	5314403	5316259	-	M61 glycyl aminopeptidase	CCNA_02622	CC_2539		126.89617302
CDS	5312754	5314280	-	cell division protein FtsZ	CCNA_02623	CC_2540	ftsZ	936.923514763
CDS	5312654	5312719	-	hypothetical protein	CCNA_03971	NA		2377.45023176
CDS	5311057	5312382	-	cell division protein FtsA	CCNA_02624	CC_2541	ftsA	423.357133182
CDS	5310118	5311026	-	cell division protein FtsQ	CCNA_02625	CC_2542	ftsQ	200.402890699
CDS	5309175	5310149	-	D-alanine--D-alanine ligase	CCNA_02626	CC_2543		119.514775697
CDS	5307549	5308952	-	aminopeptidase	CCNA_02627	CC_2544		137.642786455
CDS	5306425	5307330	-	UDP-N-acetylenolpyruvoylglucosamine reductase	CCNA_02628	CC_2545		199.421870249
CDS	5304852	5306273	-	UDP-N-acetylmuramate--alanine ligase	CCNA_02629	CC_2546		221.632925237
CDS	5304089	5304262	-	P-loop NTPase-related protein	CCNA_02631	CC_2548		29.6930487739
CDS	5300701	5303061	-	membrane-bound glycosyl hydrolase	CCNA_02633	CC_2550		13.5710888468
CDS	5299530	5300615	-	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	CCNA_02634	CC_2551	murG	220.613488517
CDS	5298358	5299530	-	cell division protein FtsW	CCNA_02635	CC_2552	ftsW	137.879845543
CDS	5294890	5296746	-	CLC voltage-gated chloride channel	CCNA_02638	CC_2555		21.8158348091
CDS	5293471	5294886	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase	CCNA_02639	CC_2556	murD	213.001103267
CDS	5292344	5293456	-	phospho-N-acetylmuramoyl-pentapeptide- transferase	CCNA_02640	NA		354.340570375
CDS	5290956	5292344	-	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	CCNA_02641	CC_2558		129.505221117
CDS	5289503	5290963	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	CCNA_02642	CC_2559		88.6903735347
CDS	5287737	5289506	-	penicillin-binding protein FtsI	CCNA_02643	CC_2560	ftsI	110.804803226
CDS	5287297	5287740	-	cell division protein FtsL	CCNA_02644	CC_2561	ftsL	81.8781515715
CDS	5286365	5287300	-	S-adenosyl-methyltransferase MraW	CCNA_02645	CC_2562	mraW	50.1705594672
CDS	5285898	5286368	-	cell division protein MraZ	CCNA_02646	CC_2563	mraZ	315.637279192
CDS	5284137	5285057	-	PBP2-family ligand-binding transcriptional regulator	CCNA_02647	CC_2564		5.90899278941
CDS	5282070	5282681	-	PaiB transcriptional regulator	CCNA_02649	CC_2566		31.8633927005
CDS	5281342	5282070	-	N-acetyl-anhydromuramyl-L-alanine amidase	CCNA_02650	CC_2567		46.3453312277
CDS	5280452	5281345	-	drug/metabolite transporter (DMT) family protein	CCNA_02651	CC_2568		92.5313075468
CDS	5276559	5277083	-	NTF2 superfamily protein	CCNA_02655	CC_2572		14.4271119379
CDS	5275679	5276491	-	AraC-family transcriptional regulator	CCNA_02656	CC_2573		12.46408506
CDS	5275070	5275666	-	hypothetical protein	CCNA_02657	NA		224.549013033
CDS	5274270	5275067	-	3-hydroxybutyryl-CoA dehydratase	CCNA_02658	CC_2575		205.955759211
CDS	5268532	5270136	-	M28-family zinc peptidase	CCNA_02662	CC_2579		121.61478456
CDS	5267975	5268403	-	DnaK suppressor protein DksA	CCNA_02663	CC_2580	dksA	966.311695164
CDS	5267329	5267763	-	flagellar assembly regulator FliX	CCNA_02664	CC_2581	fliX	72.4120516525
CDS	5264565	5265194	-	ribosomal protein L11 methyltransferase	CCNA_02668	CC_2585		12.0658573118
CDS	5263268	5264548	-	hypothetical protein	CCNA_02669	CC_2586		12.6009443155
CDS	5261620	5263227	-	ABC transporter ATP-binding protein	CCNA_02670	CC_2587		26.152675769
CDS	5261550	5261663	-	hypothetical protein	CCNA_03972	NA		92.6343608061
CDS	5261323	5261484	-	hypothetical protein	CCNA_02671	CC_2588		216.929052173
CDS	5260738	5261202	-	hypothetical protein	CCNA_02672	CC_2589		89.3239402042
CDS	5255704	5256600	-	hypothetical protein	CCNA_02676	CC_2593		510.554141912
CDS	5254031	5254915	-	conserved transmembrane protein	CCNA_02678	CC_2595		170.854299427
CDS	5253269	5254021	-	conserved transmembrane protein	CCNA_02679	CC_2596		97.5790611586
CDS	5252179	5253117	-	conserved transmembrane protein	CCNA_02680	CC_2597		62.440270212
CDS	5249872	5250645	-	ribosomal-protein-alanine acetyltransferase	CCNA_02682	CC_2599		3.49801422482
CDS	5248547	5249875	-	FAD dependent oxidoreductase	CCNA_02683	CC_2600		12.4739737341
CDS	5239924	5240616	-	YceI-like domain protein	CCNA_02692	CC_2609		64.3366719825
CDS	5237844	5239796	-	M10 peptidase-related protein	CCNA_02693	CC_2610		165.377143116
CDS	5236621	5237586	-	acetamidase/formamidase family protein	CCNA_02694	CC_2611		12.7472135362
CDS	5231998	5233284	-	guanine deaminase	CCNA_02699	CC_2616		64.1534637738
CDS	5230995	5232011	-	xanthine dehydrogenase accessory protein XdhC	CCNA_02700	CC_2617		92.5905549399
CDS	5228538	5230877	-	xanthine dehydrogenase large subunit	CCNA_02701	CC_2618		107.483936365
CDS	5227097	5228545	-	xanthine dehydrogenase small subunit	CCNA_02702	CC_2619		202.653315573
CDS	5226750	5227097	-	5-hydroxyisourate hydrolase	CCNA_02703	CC_2620		485.35777146
CDS	5223808	5224017	-	cold shock protein CspC	CCNA_02705	CC_2622	cspC	2755.39955547
tRNA	5223485	5223561	-	tRNA-Met	CCNA_R0064	fMet; CC_t40		5177.72114171
tRNA	5220042	5220117	-	tRNA-Ala	CCNA_R0067	CC_t41		1479.1345736
tRNA	5219898	5219974	-	tRNA-Ile	CCNA_R0068	CC_t42		3247.55543067
CDS	5216316	5216747	-	CBS domain containing protein	CCNA_02709	CC_2626		116.996152783
CDS	5215587	5216243	-	rhomboid family protease	CCNA_02710	CC_2627		82.9767222771
CDS	5200205	5201134	-	hypothetical protein	CCNA_02722	CC_2639		246.039748528
CDS	5198542	5199486	-	Aldo-keto reductase	CCNA_02724	CC_2641		15.6968311057
CDS	5196864	5198531	-	choline dehydrogenase	CCNA_02725	CC_2642		47.3463597659
CDS	5196042	5196572	-	gamma carbonic anhydrase family protein	CCNA_02726	CC_2643		146.958377842
CDS	5191012	5191701	-	acetyltransferase	CCNA_02731	CC_2648		61.2367861681
CDS	5190690	5190896	-	hypothetical protein	CCNA_02732	CC_2649		446.723057353
CDS	5189647	5190429	-	glutaminyl-peptide cyclotransferase	CCNA_02733	CC_2650		78.4659216461
CDS	5188774	5189646	-	serine acetyltransferase	CCNA_02734	CC_2651		256.980410136
CDS	5188014	5188730	-	ADP-ribose pyrophosphatase family protein	CCNA_02735	CC_2652		31.995470034
CDS	5186931	5187386	-	queuosine biosynthesis protein QueF	CCNA_02737	CC_2654		171.501082528
CDS	5185963	5186370	-	hypothetical protein	CCNA_03974	NA		153.480207533
CDS	5184909	5185889	-	transposase	CCNA_02739	CC_2656		131.959702311
CDS	5184478	5184912	-	transposase	CCNA_02740	CC_2657		345.62987254
CDS	5182122	5183393	-	hypothetical protein	CCNA_02742	CC_2659		72.7121413245
CDS	5181973	5182125	-	hypothetical protein	CCNA_03975	NA		97.9011276887
CDS	5179565	5181973	-	TonB dependent receptor	CCNA_02743	CC_2660		59.204373882
CDS	5178677	5179393	-	GntR-family transcriptional regulator	CCNA_02744	CC_2661		49.3722837264
CDS	5177676	5178317	-	TetR-family transcriptional regulator	CCNA_02745	CC_2662		23.6759372752
CDS	5175732	5176544	-	ABC transporter substrate-binding protein	CCNA_02747	CC_2664		146.920495772
CDS	5174896	5175345	-	hypothetical protein	CCNA_02749	CC_2666		110.775145774
CDS	5174177	5174851	-	ABC transporter permease protein	CCNA_02750	CC_2668		93.0843235872
CDS	5173182	5174180	-	ABC transporter ATP-binding protein	CCNA_02751	CC_2669		55.3372497607
CDS	5171016	5173088	-	GAF/PAS-family histidine kinase/receiver protein	CCNA_02752	CC_2670		38.8837819339
CDS	5168388	5170847	-	aminoacyl peptidase	CCNA_02753	CC_2671		21.1427446454
CDS	5166596	5167894	-	L-lysine/L-arginine carboxypeptidase	CCNA_02754	CC_2672		121.29548803
CDS	5165028	5165786	-	competence/damage-inducible protein CinA	CCNA_02756	CC_2674		153.259549411
CDS	5159405	5159644	-	hypothetical protein	CCNA_02764	CC_2682		129.593797133
CDS	5158970	5159353	-	hypothetical protein	CCNA_02765	CC_2683		29.8116208107
CDS	5158695	5158973	-	hypothetical protein	CCNA_02766	CC_2684		11.115289193
CDS	5157427	5158683	-	conjugal transfer protein TrbI	CCNA_02767	CC_2685		12.6439730587
CDS	5156447	5157430	-	conjugal transfer protein TrbG	CCNA_02768	CC_2686		6.58941077876
CDS	5155686	5156450	-	conjugal transfer protein TrbF	CCNA_02769	CC_2687		7.90572389787
CDS	5154327	5155682	-	conjugal transfer protein TrbL	CCNA_02770	CC_2688		10.3942151615
CDS	5151386	5151577	-	hypothetical protein	CCNA_02775	CC_2693		347.818016136
CDS	5149833	5151287	-	cobyric acid synthase CobQ	CCNA_02776	CC_2694		294.90338926
CDS	5149518	5149652	-	vitamin B12 receptor	CCNA_02777	CC_2695		16.8697670356
CDS	5145405	5145890	-	hypothetical protein	CCNA_02782	CC_2699		6.55547980255
CDS	5140123	5140353	-	Xre-family transcriptional regulator	CCNA_02788	CC_2705		6.38472203277
CDS	5139836	5140045	-	Xre-family transcriptional regulator	CCNA_02789	CC_2706		8.04710961748
CDS	5130601	5132358	-	asparagine synthetase C-terminal domain protein	CCNA_02794	CC_2711		1.18348533128
CDS	5129951	5130604	-	transglutaminase-like superfamily protein	CCNA_02795	CC_2712		2.2505234059
CDS	5129752	5129886	-	hypothetical protein	CCNA_02796	NA		2.1311540803
CDS	5129521	5129640	-	hypothetical protein	CCNA_02797	CC_2713		3.00324476316
CDS	5128779	5129453	-	GntR-family transcriptional regulator	CCNA_02798	CC_2714		2.3779192896
CDS	5126529	5127536	-	hypothetical protein	CCNA_02801	CC_2717		4.17017179998
CDS	5112328	5114292	-	ice nucleation protein	CCNA_02815	CC_2730		27.9591318229
CDS	5111951	5112322	-	hypothetical protein	CCNA_02816	CC_2731		230.840350391
CDS	5111677	5111880	-	hypothetical protein	CCNA_02817	CC_2732		93.5414990244
CDS	5110504	5110659	-	hypothetical protein	CCNA_02819	CC_2733		0.970667344265
CDS	5107047	5108381	-	hipA-related phosphatidylinositol 3/4-kinase	CCNA_02821	CC_2735		37.6098913631
CDS	5106196	5107050	-	MerR-family transcriptional regulator	CCNA_02822	CC_2736		141.130808602
CDS	5106043	5106189	-	hypothetical protein	CCNA_03978	NA		110.714713478
CDS	5105822	5105947	-	hypothetical protein	CCNA_02823	CC_2737		31.1501017451
CDS	5101139	5101264	-	hypothetical protein	CCNA_03980	NA		58.5025830614
CDS	5097942	5098703	-	hypothetical protein	CCNA_02833	CC_2747		17.1693474186
CDS	5096970	5097911	-	molybdopterin dependent oxidoreductase	CCNA_02834	CC_2748		17.9779957347
CDS	5096292	5096921	-	CpxP-related protein	CCNA_02835	CC_2749		37.1349592563
CDS	5095843	5096295	-	hypothetical protein	CCNA_02836	CC_2750		163.05000062
CDS	5095266	5095826	-	RNA polymerase ECF-type sigma factor	CCNA_02837	CC_2751		75.9063939509
CDS	5094838	5095239	-	EF hand domain protein	CCNA_02838	CC_2752		63.9069994377
CDS	5091684	5094560	-	glutamate-ammonia-ligase adenylyltransferase	CCNA_02839	CC_2753		33.8543667959
CDS	5088914	5090320	-	two-component sensor histidine kinase	CCNA_02842	CC_2755		59.1662518497
CDS	5088607	5088909	-	toxin protein parE-3	CCNA_02843	CC_2756	parE-3	176.421576885
CDS	5088376	5088594	-	antitoxin protein parD-3	CCNA_02844	NA	parD-3	370.594941443
CDS	5087672	5088343	-	two-component response regulator	CCNA_02845	CC_2757		276.39405961
CDS	5085637	5087229	-	DegP/HtrA-family serine protease	CCNA_02846	CC_2758		390.056329137
CDS	5085005	5085457	-	cytochrome c-type biogenesis protein ccmH	CCNA_02847	CC_2759		191.523080806
CDS	5083026	5085008	-	heme chaperone-apocytochrome heme-lyase	CCNA_02848	CC_2760		96.7861954107
CDS	5082383	5082871	-	cytochrome c-type biogenesis heme chaperone	CCNA_02849	CC_2761		85.1381260176
CDS	5081274	5082386	-	cytochrome c-type biogenesis protein ccmI	CCNA_02850	CC_2762		80.4139550029
CDS	5079111	5080481	-	hypothetical protein	CCNA_02852	CC_2764		94.3026476538
CDS	5077553	5078950	-	two-component sensor histidine kinase	CCNA_02853	CC_2765		82.2564337302
CDS	5076745	5077422	-	two-component response regulator	CCNA_02854	CC_2766		124.056096984
CDS	5076409	5076726	-	PepSY peptidase propeptide domain protein	CCNA_02855	CC_2767		295.381764941
CDS	5075771	5076280	-	hypothetical protein	CCNA_02856	CC_2768		83.045730129
CDS	5074262	5075569	-	hipA-family phosphatidylinositol 3/4-kinase	CCNA_02858	CC_2770		138.837845176
CDS	5073906	5074265	-	hypothetical protein	CCNA_02859	CC_2771		258.699672147
CDS	5072799	5073743	-	DnaJ-class molecular chaperone	CCNA_02860	CC_2772		237.112523448
CDS	5070179	5072710	-	phage host specificity protein	CCNA_02861	CC_2773		5.95529717462
CDS	5068999	5070543	-	phage host specificity protein	CCNA_02862	CC_2774		3.28134566927
CDS	5068254	5068874	-	Spr-family cell wall-associated hydrolase	CCNA_02863	CC_2775		1.37037596468
CDS	5067631	5068257	-	phage conserved hypothetical protein	CCNA_02864	CC_2776		3.53081407562
CDS	5066996	5067631	-	phage-derived conserved hypothetical protein	CCNA_02865	CC_2777		3.47132619683
CDS	5065704	5066210	-	phage tail length tape measure-related protein	CCNA_02867	CC_2779		0.238933500127
CDS	5065528	5065707	-	hypothetical protein	CCNA_02868	NA		0.0
CDS	5065247	5065531	-	hypothetical protein	CCNA_02869	CC_2780		0.170020048511
CDS	5064675	5065091	-	phage protein	CCNA_02870	CC_2781		0.290501881449
CDS	5064261	5064659	-	hypothetical protein	CCNA_02871	NA		2.99053121042
CDS	5063983	5064264	-	phage gp6-like head-tail connector protein	CCNA_03882	NA		0.536964913849
CDS	5062620	5063840	-	phage prohead protease	CCNA_02872	CC_2783		3.54687094445
CDS	5061671	5062087	-	phage prohead protease	CCNA_02874	CC_2786		0.871505644347
CDS	5061283	5061681	-	hypothetical protein	CCNA_02875	CC_2787		0.0
CDS	5059942	5061270	-	portal protein	CCNA_02877	CC_2788		1.38549068877
CDS	5059144	5059302	-	hypothetical protein	CCNA_02878	NA		1.67614104429
CDS	5058974	5059069	-	genetic exchange related protein	CCNA_02879	NA		6.05696422821
CDS	5057140	5058843	-	terminase-like family protein	CCNA_02880	CC_2790		4.11262183805
CDS	5054792	5055193	-	cbb3-type cytochrome C oxidase, subunit III	CCNA_02882	CC_2792		1.80804902335
CDS	5053152	5054777	-	flavin containing amine oxidoreductase	CCNA_02883	CC_2793		1.77499597463
CDS	5052237	5053004	-	TetR-family transcriptional regulator	CCNA_02884	CC_2794		10.1856371103
CDS	5047900	5048406	-	peptidyl-prolyl cis-trans isomerase	CCNA_02889	CC_2799		198.511925243
CDS	5043796	5045481	-	beta-xylosidase/alpha-L-arabinofuranosidase	CCNA_02893	CC_2802		3.03027836684
CDS	5042469	5043626	-	endo-1,4-beta-xylanase	CCNA_02894	CC_2803		5.21746270954
CDS	5039103	5042324	-	TonB-dependent receptor	CCNA_02895	CC_2804		6.0795227542
CDS	5031372	5032685	-	N-acyl-L-amino acid amidohydrolase	CCNA_02900	CC_2809		171.176078093
CDS	5029653	5031164	-	methyl-accepting chemotaxis protein	CCNA_02901	CC_2810		30.6313339756
CDS	5027107	5029242	-	xylan alpha-1,2-glucuronosidase	CCNA_02902	CC_2811		8.51831486028
CDS	5021175	5021888	-	HAD superfamily hydrolase	CCNA_02908	CC_2817		86.9861501346
CDS	5016528	5019467	-	TonB-dependent receptor	CCNA_02910	CC_2819		2965.34959308
CDS	5003397	5003540	-	hypothetical protein	CCNA_02922	CC_2831		101.496213074
CDS	5000020	5003094	-	TonB-dependent receptor	CCNA_02923	CC_2832		3.05408879214
CDS	4999370	4999648	-	hypothetical protein	CCNA_02924	CC_2833		19.6688515798
CDS	4994409	4994942	-	very short patch repair (Vsr) endonuclease	CCNA_02930	CC_2838		228.071925503
CDS	4994002	4994247	-	flgE-related flagellar hook protein	CCNA_02931	CC_2839		189.477106578
CDS	4988688	4990901	-	methyl-accepting chemotaxis protein	CCNA_02935	CC_2842		173.336144994
CDS	4979211	4981172	-	PAS-family sensor histidine kinase	CCNA_02945	CC_2852		7.33503924885
CDS	4970686	4971459	-	putative anion permease	CCNA_02955	CC_2862		18.4643502538
CDS	4970145	4970681	-	rhodanese-related sulfurtransferase	CCNA_02956	CC_2863		34.6160581311
CDS	4969817	4970179	-	ArsR-family transcriptional regulator	CCNA_02957	CC_2864		31.5028883275
CDS	4967208	4968278	-	NeuB-family N-acetylneuraminate synthase	CCNA_02961	CC_2868		57.6373024574
CDS	4966282	4966542	-	hypothetical protein	CCNA_02963	CC_2870		423.627791203
CDS	4966069	4966257	-	hypothetical protein	CCNA_03984	NA		468.18090164
CDS	4963628	4964869	-	cell wall hydrolase family protein	CCNA_02965	CC_2872		59.9088382138
CDS	4963139	4963618	-	non-specific DNA-binding protein Dps/iron-binding ferritin-like antioxidant protein/ferroxidase	CCNA_02966	CC_2873		236.373029006
CDS	4960286	4960621	-	hypothetical protein	CCNA_03902	NA		47.5814198821
CDS	4959873	4960289	-	hypothetical protein	CCNA_03883	NA		29.3624776675
CDS	4957806	4958834	-	membrane permease	CCNA_02971	CC_2877		117.657560229
CDS	4957110	4957730	-	2OG-Fe(II) oxygenase-related protein	CCNA_02972	CC_2878		93.9756044104
CDS	4954021	4954380	-	MCP-signal associated domain protein	CCNA_02976	CC_2882		663.25440789
CDS	4950254	4951438	-	cysteine desulfhydrase/selenocysteine lyase	CCNA_02979	CC_2885		35.1022800314
CDS	4949487	4950278	-	tryptophan 2,3-dioxygenase	CCNA_02980	CC_2886		80.9048290029
CDS	4943444	4945363	-	hypothetical protein	CCNA_02986	CC_2892		107.206689505
CDS	4940472	4940942	-	hypothetical protein	CCNA_02992	CC_2898		21.6430377836
CDS	4939180	4940472	-	NADH-ubiquinone oxidoreductase	CCNA_02993	CC_2899		83.8044006518
CDS	4935703	4939002	-	carbamoyl-phosphate synthase large chain	CCNA_02994	CC_2900		165.14680057
CDS	4933385	4934578	-	patatin family phospholipase domain protein	CCNA_02996	CC_2902		40.0398816192
CDS	4933043	4933252	-	cold shock protein CspA	CCNA_02997	CC_2903	cspA	244.340821235
CDS	4931577	4932362	-	hypothetical protein	CCNA_02999	CC_2904		17.492759285
CDS	4930738	4931580	-	hypothetical protein	CCNA_03000	CC_2905		50.2591515734
CDS	4930352	4930636	-	hypothetical protein	CCNA_03001	CC_2906		581.107273305
CDS	4929537	4930154	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CCNA_03002	CC_2908		208.573229354
CDS	4921374	4921790	-	MAPEG family protein	CCNA_03010	CC_2916		13.5591753166
CDS	4920774	4921283	-	outer membrane lipoprotein Blc	CCNA_03011	CC_2917		17.8383534721
CDS	4917401	4918294	-	hypothetical protein	CCNA_03014	CC_2920		162.76905716
CDS	4917175	4917432	-	hypothetical protein	CCNA_03015	NA		22.3379901672
CDS	4916666	4917163	-	hypothetical protein	CCNA_03016	CC_2921		29.2570832349
CDS	4915730	4916656	-	hydrogenase, cytochrome b-type subunit	CCNA_03017	CC_2922		1.20551229785
CDS	4911428	4914280	-	TonB-dependent receptor	CCNA_03019	CC_2923		1.40012895496
CDS	4910002	4910214	-	hypothetical protein	CCNA_03021	CC_2925		26.0335716006
CDS	4908848	4910032	-	PiuB-family transmembrane transporter	CCNA_03022	CC_2927		64.7584036197
CDS	4906773	4908938	-	TonB-dependent receptor	CCNA_03023	CC_2928		107.979509099
